255,NOBSA,5,2021-09-26 20:38:11,2021-09-26 20:38:11
256,NUEVO COLON,5,2021-09-27 20:38:11,2021-09-27 20:38:11
257,OICATA,5,2021-09-28 20:38:11,2021-09-28 20:38:11
258,OTANCHE,5,2021-09-29 20:38:11,2021-09-29 20:38:11
259,PACHAVITA,5,2021-09-30 20:38:11,2021-09-30 20:38:11
260,PAEZ,5,2021-10-01 20:38:11,2021-10-01 20:38:11
261,PAIPA,5,2021-10-02 20:38:11,2021-10-02 20:38:11
262,PAJARITO,5,2021-10-03 20:38:11,2021-10-03 20:38:11
263,PANQUEBA,5,2021-10-04 20:38:11,2021-10-04 20:38:11
264,PAUNA,5,2021-10-05 20:38:11,2021-10-05 20:38:11
265,PAYA,5,2021-10-06 20:38:11,2021-10-06 20:38:11
266,PAZ DE RIO,5,2021-10-07 20:38:11,2021-10-07 20:38:11
267,PESCA,5,2021-10-08 20:38:11,2021-10-08 20:38:11
268,PISBA,5,2021-10-09 20:38:11,2021-10-09 20:38:11
269,PUERTO BOYACA,5,2021-10-10 20:38:11,2021-10-10 20:38:11
270,QUIPAMA,5,2021-10-11 20:38:11,2021-10-11 20:38:11
271,RAMIRIQUI,5,2021-10-12 20:38:11,2021-10-12 20:38:11
272,RAQUIRA,5,2021-10-13 20:38:11,2021-10-13 20:38:11
273,RONDON,5,2021-10-14 20:38:11,2021-10-14 20:38:11
274,SABOYA,5,2021-10-15 20:38:11,2021-10-15 20:38:11
275,SACHICA,5,2021-10-16 20:38:11,2021-10-16 20:38:11
276,SAMACA,5,2021-10-17 20:38:11,2021-10-17 20:38:11
277,SAN EDUARDO,5,2021-10-18 20:38:11,2021-10-18 20:38:11
278,SAN JOSE DE PARE,5,2021-10-19 20:38:11,2021-10-19 20:38:11
279,SAN LUIS DE GACENO,5,2021-10-20 20:38:11,2021-10-20 20:38:11
280,SAN MATEO,5,2021-10-21 20:38:11,2021-10-21 20:38:11
281,SAN MIGUEL DE SEMA,5,2021-10-22 20:38:11,2021-10-22 20:38:11
282,SAN PABLO DE BORBUR,5,2021-10-23 20:38:11,2021-10-23 20:38:11
283,SANTANA,5,2021-10-24 20:38:11,2021-10-24 20:38:11
284,SANTA MARIA,5,2021-10-25 20:38:11,2021-10-25 20:38:11
285,SANTA ROSA DE VITERBO,5,2021-10-26 20:38:11,2021-10-26 20:38:11
286,SANTA SOFIA,5,2021-10-27 20:38:11,2021-10-27 20:38:11
287,SATIVANORTE,5,2021-10-28 20:38:11,2021-10-28 20:38:11
288,SATIVASUR,5,2021-10-29 20:38:11,2021-10-29 20:38:11
289,SIACHOQUE,5,2021-10-30 20:38:11,2021-10-30 20:38:11
290,SOATA,5,2021-10-31 20:38:11,2021-10-31 20:38:11
291,SOCOTA,5,2021-11-01 20:38:11,2021-11-01 20:38:11
292,SOCHA,5,2021-11-02 20:38:11,2021-11-02 20:38:11
293,SOGAMOSO,5,2021-11-03 20:38:11,2021-11-03 20:38:11
294,SOMONDOCO,5,2021-11-04 20:38:11,2021-11-04 20:38:11
295,SORA,5,2021-11-05 20:38:11,2021-11-05 20:38:11
296,SOTAQUIRA,5,2021-11-06 20:38:11,2021-11-06 20:38:11
297,SORACA,5,2021-11-07 20:38:11,2021-11-07 20:38:11
298,SUSACON,5,2021-11-08 20:38:11,2021-11-08 20:38:11
299,SUTAMARCHAN,5,2021-11-09 20:38:11,2021-11-09 20:38:11
300,SUTATENZA,5,2021-11-10 20:38:11,2021-11-10 20:38:11
301,TASCO,5,2021-11-11 20:38:11,2021-11-11 20:38:11
302,TENZA,5,2021-11-12 20:38:11,2021-11-12 20:38:11
303,TIBANA,5,2021-11-13 20:38:11,2021-11-13 20:38:11
304,TIBASOSA,5,2021-11-14 20:38:11,2021-11-14 20:38:11
305,TINJACA,5,2021-11-15 20:38:11,2021-11-15 20:38:11
306,TIPACOQUE,5,2021-11-16 20:38:11,2021-11-16 20:38:11
307,TOCA,5,2021-11-17 20:38:11,2021-11-17 20:38:11
308,TOGsI,5,2021-11-18 20:38:11,2021-11-18 20:38:11
309,TOPAGA,5,2021-11-19 20:38:11,2021-11-19 20:38:11
310,TOTA,5,2021-11-20 20:38:11,2021-11-20 20:38:11
311,TUNUNGUA,5,2021-11-21 20:38:11,2021-11-21 20:38:11
312,TURMEQUE,5,2021-11-22 20:38:11,2021-11-22 20:38:11
313,TUTA,5,2021-11-23 20:38:11,2021-11-23 20:38:11
314,TUTAZA,5,2021-11-24 20:38:11,2021-11-24 20:38:11
315,UMBITA,5,2021-11-25 20:38:11,2021-11-25 20:38:11
316,VENTAQUEMADA,5,2021-11-26 20:38:11,2021-11-26 20:38:11
317,VIRACACHA,5,2021-11-27 20:38:11,2021-11-27 20:38:11
318,ZETAQUIRA,5,2021-11-28 20:38:11,2021-11-28 20:38:11
319,MANIZALES,6,2021-11-29 20:38:11,2021-11-29 20:38:11
320,AGUADAS,6,2021-11-30 20:38:11,2021-11-30 20:38:11
321,ANSERMA,6,2021-12-01 20:38:11,2021-12-01 20:38:11
322,ARANZAZU,6,2021-12-02 20:38:11,2021-12-02 20:38:11
323,BELALCAZAR,6,2021-12-03 20:38:11,2021-12-03 20:38:11
324,CHINCHINA,6,2021-12-04 20:38:11,2021-12-04 20:38:11
325,FILADELFIA,6,2021-12-05 20:38:11,2021-12-05 20:38:11
326,LA DORADA,6,2021-12-06 20:38:11,2021-12-06 20:38:11
327,LA MERCED,6,2021-12-07 20:38:11,2021-12-07 20:38:11
328,MANZANARES,6,2021-12-08 20:38:11,2021-12-08 20:38:11
329,MARMATO,6,2021-12-09 20:38:11,2021-12-09 20:38:11
330,MARQUETALIA,6,2021-12-10 20:38:11,2021-12-10 20:38:11
331,MARULANDA,6,2021-12-11 20:38:11,2021-12-11 20:38:11
332,NEIRA,6,2021-12-12 20:38:11,2021-12-12 20:38:11
333,NORCASIA,6,2021-12-13 20:38:11,2021-12-13 20:38:11
334,PACORA,6,2021-12-14 20:38:11,2021-12-14 20:38:11
335,PALESTINA,6,2021-12-15 20:38:11,2021-12-15 20:38:11
336,PENSILVANIA,6,2021-12-16 20:38:11,2021-12-16 20:38:11
337,RIOSUCIO,6,2021-12-17 20:38:11,2021-12-17 20:38:11
338,RISARALDA,6,2021-12-18 20:38:11,2021-12-18 20:38:11
339,SALAMINA,6,2021-12-19 20:38:11,2021-12-19 20:38:11
340,SAMANA,6,2021-12-20 20:38:11,2021-12-20 20:38:11
341,SAN JOSE,6,2021-12-21 20:38:11,2021-12-21 20:38:11
342,SUPIA,6,2021-12-22 20:38:11,2021-12-22 20:38:11
343,VICTORIA,6,2021-12-23 20:38:11,2021-12-23 20:38:11
344,VILLAMARIA,6,2021-12-24 20:38:11,2021-12-24 20:38:11
345,VITERBO,6,2021-12-25 20:38:11,2021-12-25 20:38:11
346,FLORENCIA,7,2021-12-26 20:38:11,2021-12-26 20:38:11
347,ALBANIA,7,2021-12-27 20:38:11,2021-12-27 20:38:11
348,BELEN DE LOS ANDAQUIES,7,2021-12-28 20:38:11,2021-12-28 20:38:11
349,CARTAGENA DEL CHAIRA,7,2021-12-29 20:38:11,2021-12-29 20:38:11
350,CURILLO,7,2021-12-30 20:38:11,2021-12-30 20:38:11
351,EL DONCELLO,7,2021-12-31 20:38:11,2021-12-31 20:38:11
352,EL PAUJIL,7,2022-01-01 20:38:11,2022-01-01 20:38:11
353,LA MONTAÑITA,7,2022-01-02 20:38:11,2022-01-02 20:38:11
354,MILAN,7,2022-01-03 20:38:11,2022-01-03 20:38:11
355,MORELIA,7,2022-01-04 20:38:11,2022-01-04 20:38:11
356,PUERTO RICO,7,2022-01-05 20:38:11,2022-01-05 20:38:11
357,SAN JOSE DEL FRAGUA,7,2022-01-06 20:38:11,2022-01-06 20:38:11
358,SAN VICENTE DEL CAGUAN,7,2022-01-07 20:38:11,2022-01-07 20:38:11
359,SOLANO,7,2022-01-08 20:38:11,2022-01-08 20:38:11
360,SOLITA,7,2022-01-09 20:38:11,2022-01-09 20:38:11
361,VALPARAISO,7,2022-01-10 20:38:11,2022-01-10 20:38:11
362,POPAYAN,8,2022-01-11 20:38:11,2022-01-11 20:38:11
363,ALMAGUER,8,2022-01-12 20:38:11,2022-01-12 20:38:11
364,ARGELIA,8,2022-01-13 20:38:11,2022-01-13 20:38:11
365,BALBOA,8,2022-01-14 20:38:11,2022-01-14 20:38:11
366,BOLIVAR,8,2022-01-15 20:38:11,2022-01-15 20:38:11
367,BUENOS AIRES,8,2022-01-16 20:38:11,2022-01-16 20:38:11
